Run,Event,dimuon_mass_GeV,dimuon_pt_GeV,leading_muon_pt_GeV,subleading_muon_pt_GeV,Q1,Q2,Type1,Type2,opposite_sign,both_global
146807,335176280,3.22413,7.754381908854696,7.51087,0.879815,1,-1,G,T,True,False
146807,335307227,3.02889,9.19669144115018,8.4103,1.25855,1,-1,G,T,True,False
146807,335333653,3.09092,8.514774810745203,4.77459,4.28127,-1,1,G,G,True,True
146807,335748931,2.84422,15.776476967734242,12.7687,3.25398,1,-1,G,T,True,False
146807,335805941,2.67521,12.229741794705275,10.6566,1.81675,1,-1,G,T,True,False
146807,335941056,3.16863,7.758123681470926,5.03209,3.34526,-1,1,G,G,True,True
146807,335966225,3.37683,4.959242342530157,3.96157,1.80235,1,-1,G,T,True,False
146807,336027335,3.10352,12.756245489923788,6.77396,6.34653,1,-1,G,G,True,True
146807,336405472,2.60649,11.722526480497324,9.81901,2.18403,-1,1,G,T,True,False
146807,336450918,2.90252,3.2454677938984386,2.67431,1.62289,-1,1,G,T,True,False
146807,337308546,2.98903,9.742893100764784,9.1998,0.984946,-1,1,G,T,True,False
146807,337700148,3.12942,10.912832068375698,7.41352,3.50605,1,-1,G,G,True,True
146807,340182398,3.13943,8.03642038766639,4.71375,3.46739,1,-1,G,G,True,True
146807,340229515,3.02859,5.656154346417715,4.0091,1.65043,-1,1,G,T,True,False
146807,340346250,3.05525,8.860995302418402,7.76984,1.54859,1,-1,G,T,True,False
146807,340429127,3.0676,9.801619917460188,5.23233,4.94791,-1,1,G,G,True,True
146807,340766567,2.89131,5.491646312382836,4.87906,1.18614,-1,1,G,T,True,False
146807,340768619,3.01863,18.17834183462972,16.9248,1.4261,1,-1,G,T,True,False
146807,341019323,2.79981,6.184486492489413,5.28546,1.24952,1,-1,G,T,True,False
146807,341141582,3.58113,16.52009538282467,10.0631,6.82505,-1,1,G,T,True,False
146807,341362347,3.06999,7.095875091713496,3.78889,3.33403,1,-1,G,G,True,True
146807,341476325,3.0914,8.086151934869207,4.87527,3.77895,1,-1,G,G,True,True
146807,341540728,3.09571,6.959226219171209,3.93219,3.64104,-1,1,G,G,True,True
146807,341613335,2.9137,6.143761505170021,5.4362,1.34982,-1,1,G,T,True,False
146807,341876560,3.38277,6.472772085032579,6.27556,1.01879,1,-1,G,T,True,False
146807,342055642,3.08317,8.250364011193687,4.48778,3.76751,1,-1,G,G,True,True
146807,344213001,2.72876,21.07416951511969,10.7644,10.4759,-1,1,G,T,True,False
146807,344601490,2.91003,6.568578836620901,6.24761,0.924537,-1,1,G,T,True,False
146807,344805826,3.15436,7.307286355385561,3.96283,3.87682,1,-1,G,G,True,True
146807,345162534,2.79342,11.596998073852388,6.26292,5.40575,1,-1,G,G,True,True
146807,345296771,3.31625,6.849694288689094,5.18864,2.05406,-1,1,G,T,True,False
146807,345649942,3.05252,7.505267651596443,4.71263,3.18671,-1,1,G,G,True,True
146807,345883859,3.05729,13.668705457347633,7.11388,6.83689,1,-1,G,G,True,True
146807,345919515,3.13069,8.6248627872274,4.71684,4.00626,-1,1,G,G,True,True
146807,345960520,3.05078,7.835210730139235,4.72485,3.11139,1,-1,G,G,True,True
146807,361724896,3.02708,6.933395277121376,3.81486,3.14143,-1,1,G,G,True,True
146807,361897971,3.46597,9.682735180484903,5.06513,4.9803,-1,1,G,G,True,True
146807,361936643,2.94278,10.9281943962285,10.4993,0.80371,-1,1,G,T,True,False
146807,363181772,3.41908,11.61224020135176,11.121,0.819895,-1,1,G,T,True,False
146807,369864760,2.90514,7.149721587832634,6.8491,0.849311,-1,1,G,T,True,False
146807,370436422,2.94392,7.144362725506033,5.4762,2.20318,1,-1,G,T,True,False
146807,370711592,3.10882,20.365123223864863,14.8828,5.49733,-1,1,G,G,True,True
146807,370812716,3.07453,11.88353031288131,7.66323,4.59994,-1,1,G,G,True,True
146807,370994755,3.09681,7.635151572415835,5.00012,3.18753,1,-1,G,G,True,True
146807,370998438,3.08212,23.597399088823668,16.0747,7.71266,1,-1,G,G,True,True
146807,371257693,3.14048,6.048712278354873,3.37065,3.28679,-1,1,G,G,True,True
146807,371701880,2.60466,15.987312563720302,14.711,1.40208,1,-1,G,T,True,False
146807,372879199,3.14115,15.528274278010548,11.4181,4.15997,-1,1,G,G,True,True
147043,169988124,3.08764,13.759865320274761,9.62597,4.28583,-1,1,G,G,True,True
147043,170001963,2.72721,19.522283756633087,17.542,2.16499,1,-1,G,T,True,False
147043,170159204,2.9869,2.7104615437009985,2.68587,1.32349,1,-1,G,G,True,True
147043,170549145,3.07515,17.278147514525394,14.3321,3.1553,1,-1,G,G,True,True
147043,192168252,2.90454,11.670163305013215,10.8556,0.843771,1,-1,G,T,True,False
147043,192502054,2.60282,5.375554345216593,5.0922,0.851045,1,-1,G,T,True,False
147043,192858823,3.09973,22.96423377360675,13.8277,9.23269,1,-1,G,G,True,True
147043,192949806,3.08233,10.34996233088295,5.90946,4.88669,-1,1,G,G,True,True
147043,193095150,2.87887,6.135146818332875,5.55194,1.16683,1,-1,G,T,True,False
147043,193123103,3.33514,11.62814027364948,10.3281,1.72933,-1,1,G,T,True,False
147043,193351241,3.08333,10.474589876992798,6.53219,3.98276,1,-1,G,G,True,True
147043,194068909,3.08764,9.889150461844537,6.14414,4.0452,-1,1,G,G,True,True
147048,157718812,3.23015,7.938895390873027,5.16356,2.88877,-1,1,G,T,True,False
147048,157789715,3.01194,10.857845544324158,6.98772,3.95319,-1,1,G,G,True,True
147048,157935491,2.8627,11.498659259037291,10.3746,1.37072,1,-1,G,T,True,False
147048,157943896,3.1084,11.409103092633574,8.12481,3.67733,1,-1,G,G,True,True
147048,158188827,3.35938,11.983959951216542,11.6672,0.769751,1,-1,G,T,True,False
147048,158202800,3.10505,10.874341895719297,5.55631,5.47117,-1,1,G,G,True,True
147048,158736704,3.14397,13.58262788132326,9.44186,4.30665,-1,1,G,G,True,True
147048,158857489,3.04977,12.905641291931369,8.54869,4.41664,1,-1,G,G,True,True
147048,158931298,3.44309,12.931831183578913,12.1483,1.15089,-1,1,G,T,True,False
147048,158974379,3.14531,13.519621559204237,8.38144,5.19676,1,-1,G,G,True,True
147048,159006884,2.7458,22.32653734218766,20.0084,2.45615,1,-1,G,T,True,False
147048,159405342,2.80749,24.999690040454503,23.0753,2.07102,-1,1,G,T,True,False
147048,163144985,3.10443,16.863953585253963,12.082,4.82058,1,-1,G,G,True,True
147048,163170048,3.07731,8.819319046047942,5.04751,4.28093,-1,1,G,G,True,True
147048,163174830,3.0931,7.773819297215558,4.65704,3.19353,1,-1,G,G,True,True
147048,163215280,3.14486,19.076666593999068,11.805,7.43908,-1,1,G,G,True,True
147048,163563629,3.12894,10.31098212994068,6.56428,4.17644,-1,1,G,G,True,True
147048,163619405,2.9482,9.001805923413423,5.94026,3.52581,1,-1,G,G,True,True
147048,163652157,3.12244,8.420272512098407,4.92554,3.96918,1,-1,G,G,True,True
147048,164151201,3.04255,20.96269378566123,16.0917,4.99836,1,-1,G,G,True,True
147048,164452267,3.05684,6.667526014182472,3.74142,3.43922,-1,1,G,G,True,True
147048,164656982,3.11056,13.426690683057386,8.41826,5.16217,-1,1,G,G,True,True
147048,170200795,3.52102,15.26177275402055,13.4654,2.19385,1,-1,G,T,True,False
147048,170305102,3.09844,9.038430067065905,5.3686,3.98786,-1,1,G,G,True,True
147048,170394338,2.91556,8.89196281558802,5.2925,4.06206,1,-1,G,G,True,True
147048,170416182,3.44522,7.6312405982382705,5.24387,3.03331,1,-1,G,T,True,False
147048,170507117,2.98292,7.6764910002886735,6.98264,1.23564,1,-1,G,T,True,False
147048,170929491,3.17755,5.566013632114909,3.31099,3.09067,-1,1,G,G,True,True
147048,170980204,3.09724,8.702634069897517,5.30193,3.9248,-1,1,G,T,True,False
147048,171309492,3.07485,8.010934933799923,4.63395,3.56349,-1,1,G,T,True,False
147048,171965765,3.09201,10.858875781820142,7.45202,3.70277,-1,1,G,G,True,True
147048,172177176,3.12394,5.96844940314551,5.54883,1.16096,-1,1,G,T,True,False
147048,187796630,3.10955,8.035509624828036,5.23809,3.36396,1,-1,G,T,True,False
147048,188036985,3.19153,11.523188456798751,7.42004,4.25752,1,-1,G,G,True,True
147048,188039764,3.04269,7.69775776244687,4.70487,3.55803,-1,1,G,G,True,True
147048,188078606,2.89261,7.499366824223496,6.49631,1.52675,1,-1,G,T,True,False
147048,188551117,3.11193,11.282699510046344,6.36522,4.97377,1,-1,G,G,True,True
147048,188745988,2.71701,4.160637089377539,3.11603,1.53929,1,-1,G,T,True,False
147048,188859096,3.10987,7.241637730835547,4.38872,3.33627,1,-1,G,G,True,True
147048,189363812,3.1002,11.896292818037896,7.32197,4.6687,1,-1,G,G,True,True
147048,190015087,3.11618,6.19733836188569,3.55173,3.3798,1,-1,G,G,True,True
147048,247365885,2.95051,6.480819479894267,6.09227,0.882053,1,-1,G,T,True,False
147048,247428691,2.79092,9.67772980939745,5.79397,4.10792,1,-1,G,G,True,True
147048,247533898,3.05611,13.920260431967499,9.14044,5.10708,1,-1,G,G,True,True
147048,247998477,2.6159,7.289460029223702,6.58413,1.15461,-1,1,G,T,True,False
147048,248013668,2.91448,9.891745173781064,8.36805,1.77409,1,-1,G,T,True,False
147048,248334587,2.83508,9.07466316987887,7.96178,1.53703,1,-1,G,T,True,False
147048,249179157,2.84831,10.318873923510308,8.94418,1.69848,-1,1,G,T,True,False
147048,249180987,3.01447,6.2278718413676435,3.73677,3.0582,-1,1,G,G,True,True
147048,249430663,3.10804,6.930738372417473,4.45139,3.12349,-1,1,G,G,True,True
147048,249740502,3.10099,14.01618137739734,10.1267,3.89624,-1,1,G,G,True,True
147048,250237810,3.10071,9.07430549025654,4.95284,4.63402,-1,1,G,G,True,True
147048,250275516,3.16399,12.193223145017729,10.581,1.78137,-1,1,G,T,True,False
147048,250790228,3.13556,7.992356377165873,7.25018,1.14696,1,-1,G,T,True,False
147048,250929556,3.04657,11.688494709893144,7.1003,4.59121,-1,1,G,G,True,True
147048,251176060,3.0965,10.437433835817883,5.73596,5.13811,-1,1,G,G,True,True
147048,251286296,2.97695,9.839883107639032,5.72214,4.52572,1,-1,G,G,True,True
147048,251365447,3.12145,6.140235618761628,3.75879,3.10366,-1,1,G,G,True,True
147048,251593628,3.11616,6.356792125907532,3.77408,2.59593,1,-1,G,G,True,True
147048,251661865,2.88253,14.759315658100682,13.9031,1.07935,-1,1,G,T,True,False
147048,251838690,2.80059,3.45411109698009,2.35734,1.81099,1,-1,G,T,True,False
147048,254801685,2.83952,16.32124290861759,10.2101,6.34045,1,-1,G,G,True,True
147048,254824336,2.82117,13.97825592830522,9.50307,4.55295,1,-1,G,G,True,True
147048,254979352,3.08225,8.7786260795166,4.80875,4.25903,1,-1,G,G,True,True
147048,255338625,3.09344,10.288392882867761,7.45203,3.03406,1,-1,G,T,True,False
147048,255369300,3.20981,4.021596718992221,3.04139,1.83591,1,-1,G,T,True,False
147048,255741150,3.40194,10.796231551418717,10.3825,0.876911,1,-1,G,T,True,False
147048,256809673,3.34713,11.474459670215412,7.45527,4.32356,1,-1,G,G,True,True
147048,256839974,2.74469,9.675314415868975,8.99197,0.957539,1,-1,G,T,True,False
147048,256848968,3.11165,11.37629678158055,6.56721,5.10619,1,-1,G,G,True,True
147048,256874489,3.09342,13.18279865132211,8.95576,4.35595,-1,1,G,G,True,True
147048,256895686,2.85204,12.542682592752476,11.3232,1.37751,1,-1,G,T,True,False
147048,264381686,3.12042,14.000081356495754,9.41145,4.59657,1,-1,G,T,True,False
147048,264406400,2.88242,4.274661501965857,3.70566,1.32405,-1,1,G,T,True,False
147048,264412228,2.84371,10.559672355337735,7.34458,3.52074,1,-1,G,G,True,True
147048,264523700,3.10897,6.235697811191623,3.90352,3.05989,-1,1,G,G,True,True
147048,264714156,2.75463,5.05819954162358,3.29918,2.39784,1,-1,G,T,True,False
147048,264991781,2.97424,21.989151174977174,15.2919,6.72968,1,-1,G,G,True,True
147048,265180729,2.92692,5.9101033434680526,5.68356,0.901337,1,-1,G,T,True,False
147048,266544777,3.05578,9.84031743593671,5.83716,4.00484,-1,1,G,G,True,True
147048,266582079,3.17262,23.220441063609112,12.6586,10.7713,1,-1,G,G,True,True
147048,266648790,2.75497,11.554598101211308,10.7934,1.04424,1,-1,G,T,True,False
147048,266894501,2.99668,10.812864370237934,7.00668,3.88398,1,-1,G,G,True,True
147048,267652621,2.67735,22.654738359261625,13.1139,9.56653,1,-1,G,G,True,True
147048,267823844,3.09361,10.664555548953974,9.60949,1.49037,-1,1,G,T,True,False
147048,268452890,3.32553,10.781790793189227,5.57647,5.25784,-1,1,G,G,True,True
147048,268585084,3.48459,12.345839156349033,10.4752,2.06459,1,-1,G,T,True,False
147048,268610789,3.07097,8.7875891206633,5.82268,3.46051,-1,1,G,G,True,True
147048,268674778,3.0799,10.108925668991736,5.42126,4.71757,-1,1,G,G,True,True
147048,268920460,2.62691,5.333830736440837,4.98541,0.948312,-1,1,G,T,True,False
147048,268955320,3.05469,7.122259236407785,6.35963,1.35868,1,-1,G,T,True,False
147048,274205227,3.14621,11.727635561766064,7.44388,4.37822,-1,1,G,G,True,True
147048,274743350,2.89931,8.516141922497065,7.90719,1.05433,-1,1,G,T,True,False
147048,275344237,2.90481,13.74613989759307,9.17888,4.57843,1,-1,G,G,True,True
147048,275472030,3.07234,8.346410600881075,4.81834,3.85156,-1,1,G,G,True,True
147048,275505778,3.2111,9.431494330658143,9.01358,0.93684,-1,1,G,T,True,False
147048,275585661,3.12694,8.415777928025419,7.93683,0.943571,-1,1,G,T,True,False
147048,275609816,2.73763,9.548890724937635,5.72702,3.92307,-1,1,G,G,True,True
147048,276278465,3.59878,8.612336182782464,8.15175,1.15388,1,-1,G,T,True,False
147048,276347609,3.11195,8.899180857703984,6.89567,2.51352,1,-1,G,T,True,False
147048,336260643,2.85578,11.360563676974834,10.4188,1.28756,1,-1,G,T,True,False
147048,336410086,2.96789,9.742562175904704,8.99582,1.04936,-1,1,G,T,True,False
147048,336452819,3.22971,9.039606931777731,8.37477,1.21358,1,-1,G,T,True,False
147048,337479280,2.82956,9.92328818021854,9.55627,0.753357,-1,1,G,T,True,False
147048,337780641,2.97317,9.751340068242621,9.47855,0.691692,-1,1,G,T,True,False
147048,337803962,2.77436,6.218579743286163,5.72426,1.01884,1,-1,G,T,True,False
147048,338178663,2.61349,4.54184633667895,2.66713,2.42142,1,-1,G,T,True,False
147048,384461129,3.0443,8.101264913876106,4.95949,3.21926,-1,1,G,G,True,True
147048,384918033,3.00437,4.766858566498486,3.03453,2.24799,1,-1,G,T,True,False
147048,384982948,3.11856,12.62652806278832,7.34716,5.30442,1,-1,G,G,True,True
147048,385562323,3.11878,16.310353923725874,12.7614,3.54908,1,-1,G,G,True,True
147048,385650290,2.94437,7.805567888162974,4.34874,3.65595,-1,1,G,G,True,True
147048,385945359,3.07609,12.87662494048425,8.65749,4.35107,1,-1,G,G,True,True
147048,389796385,3.48897,10.107638615852666,9.13536,1.22775,1,-1,G,T,True,False
147048,390058313,3.09513,11.124717433557583,5.90413,5.30786,-1,1,G,G,True,True
147048,390419459,2.81306,24.583748923467713,17.0295,7.69222,-1,1,G,T,True,False
147048,390580059,2.73787,9.792940393115288,8.62046,1.52865,-1,1,G,T,True,False
147048,390635155,3.08792,23.56019301345598,18.6882,4.88047,1,-1,G,G,True,True
147048,390702840,2.92845,11.83224291848439,6.52595,5.61547,-1,1,G,G,True,True
147048,390712892,3.32713,16.624624595354447,15.0457,1.67909,-1,1,G,T,True,False
147048,391290268,3.10724,11.874066920400146,10.4697,1.78647,1,-1,G,T,True,False
147048,391463095,3.19361,12.167772436672374,9.39474,3.06548,1,-1,G,G,True,True
147048,391537211,3.37053,11.723353199913795,10.3787,1.44553,1,-1,G,T,True,False
147048,391602700,2.6739,5.37751304198545,4.41082,0.979075,-1,1,G,T,True,False
147115,89866234,3.20174,11.194074542515652,10.8489,0.72955,1,-1,G,T,True,False
147115,89920502,3.05897,11.14178714598336,5.81725,5.39641,1,-1,G,G,True,True
147115,90465251,3.09594,9.017497189226066,4.81897,4.21606,-1,1,G,G,True,True
147115,90474728,3.06226,7.819676288328308,4.55247,3.79378,1,-1,G,G,True,True
147115,90524808,2.81548,9.507948578100168,9.1101,0.741009,1,-1,G,T,True,False
147115,90543000,3.10351,15.166453582772737,10.1296,5.20794,-1,1,G,G,True,True
147115,90651287,2.74009,14.23378006516189,9.86678,4.62206,-1,1,G,T,True,False
147115,90747972,3.07649,4.653049007924159,3.93329,1.55569,1,-1,G,T,True,False
147115,90920150,3.07291,12.332068457164842,9.80509,2.63255,-1,1,G,G,True,True
147115,90932398,3.02902,13.7515221498749,12.4586,1.51384,1,-1,G,T,True,False
147115,90989192,3.0877,11.202559858121715,6.8986,4.4,1,-1,G,G,True,True
147115,90997907,3.04399,10.728015384762458,6.06426,4.7861,1,-1,G,G,True,True
147115,91331501,3.09387,11.002066777042392,5.64122,5.47013,1,-1,G,G,True,True
147115,91996858,3.00311,6.102527845111073,5.11223,1.41692,-1,1,G,T,True,False
147115,92005615,3.09644,9.423567326631462,5.49888,4.2578,1,-1,G,G,True,True
147115,92914963,3.17557,13.263549746433682,11.8971,1.48856,-1,1,G,T,True,False
147115,93561879,3.08342,8.048902689857792,4.11379,4.07994,-1,1,G,G,True,True
147115,94038543,3.07834,9.393240708327506,6.59937,3.20434,-1,1,G,G,True,True
147115,94073011,3.12279,11.33058968414707,9.90891,1.69621,1,-1,G,T,True,False
147115,94298570,3.0918,16.445815840176493,13.7815,2.67594,1,-1,G,G,True,True
147115,94374633,3.02731,12.114823125729075,6.18316,6.12652,1,-1,G,G,True,True
147115,94930287,2.97625,12.259031148968406,11.5455,0.983827,-1,1,G,T,True,False
147115,94973679,2.78527,14.296575766896177,10.2587,4.30445,-1,1,G,G,True,True
147115,95020185,3.13559,13.444294450479727,8.07957,5.5521,-1,1,G,G,True,True
147115,95095296,3.09971,10.075760489337988,9.4197,1.04179,1,-1,G,T,True,False
147115,95683883,3.07591,8.587684383217864,5.33269,3.63848,-1,1,G,G,True,True
147115,96176433,2.76642,5.124867262681054,3.66443,1.72299,1,-1,G,T,True,False
147115,96220232,3.12131,29.33897851322367,24.3407,5.12583,1,-1,G,G,True,True
147115,96394725,2.8546,4.102963120650929,2.96864,1.92083,1,-1,G,T,True,False
147115,96401482,3.47236,8.959758913666205,8.03034,1.57322,-1,1,G,T,True,False
147115,99847426,3.12958,8.663550833270444,5.34731,3.77158,-1,1,G,G,True,True
147115,100242299,3.04731,7.018230598147656,4.0142,3.1202,1,-1,G,G,True,True
147115,100491604,3.12547,14.49302743067852,9.86377,4.95858,1,-1,G,G,True,True
147115,100644273,3.11289,5.806678856645079,3.33439,3.19577,-1,1,G,T,True,False
147115,100688270,2.90696,9.390645088641035,8.58319,1.2325,-1,1,G,T,True,False
147115,144171154,3.12717,21.118131877082806,19.8245,1.41643,-1,1,G,T,True,False
147115,144210659,3.10193,17.933213179307298,10.3365,7.71921,-1,1,G,T,True,False
147115,144395205,2.80517,15.193690134367586,14.3727,0.956581,1,-1,G,T,True,False
147115,144435371,3.11909,11.519345372263237,6.61101,5.05572,-1,1,G,G,True,True
147115,144494010,3.15009,9.124819450931673,5.32273,4.19746,-1,1,G,G,True,True
147115,144750974,2.68582,10.575952879917631,10.1114,0.788296,-1,1,G,T,True,False
147115,144753630,3.10553,12.941363176613198,6.63279,6.63265,-1,1,G,G,True,True
147115,145018416,2.97606,10.671005644474377,9.83997,1.20108,-1,1,G,T,True,False
147115,145315342,3.10933,7.713082549642783,3.99955,3.71642,-1,1,G,G,True,True
147115,146256699,3.04704,9.70975401247632,5.5017,4.33451,-1,1,G,G,True,True
147115,146477657,3.19113,10.166636922541986,9.84365,0.785494,-1,1,G,T,True,False
147115,146515990,3.08902,12.984172660949985,8.07633,5.00303,1,-1,G,G,True,True
147115,147413730,3.0836,6.550234594106821,6.28859,0.944366,1,-1,G,T,True,False
147115,147451590,3.08911,5.259094234796425,4.47749,1.00227,-1,1,G,T,True,False
147115,147519815,3.2186,9.961640883814724,9.17818,1.28475,-1,1,G,T,True,False
147115,148544180,3.18493,7.037140332663545,4.33292,3.18723,-1,1,G,G,True,True
147115,148601928,2.9083,13.809319662608292,9.08482,4.98714,-1,1,G,T,True,False
147115,150883150,2.90845,2.4405125210534284,2.85973,0.921144,1,-1,G,T,True,False
147115,151392200,3.12468,12.363686738190191,7.0194,5.42838,1,-1,G,G,True,True
147115,151515557,3.08788,9.124452734415417,5.8477,3.48399,1,-1,G,G,True,True
147115,151664026,2.68127,4.857864833536357,3.55095,1.81235,-1,1,G,T,True,False
147115,151674375,2.63386,14.576495429600914,10.5912,3.98527,-1,1,G,G,True,True
147115,151680195,3.27664,10.022422496932359,9.73645,0.768027,-1,1,G,T,True,False
147115,152037843,3.04153,8.360976115290844,4.49019,4.38937,1,-1,G,G,True,True
147115,152631433,3.2037,11.256697055300192,9.81729,1.88261,-1,1,G,T,True,False
147115,152632869,3.07958,11.383999392555324,6.56383,5.22262,1,-1,G,G,True,True
147115,152855075,3.27212,4.6895616843015295,4.18022,1.43723,-1,1,G,T,True,False
147115,152879442,3.05789,11.552066468224462,10.1299,1.55815,-1,1,G,T,True,False
147115,152961926,3.52428,10.05809573726558,8.96881,1.65383,1,-1,G,T,True,False
147115,152999881,3.51036,11.79109499696398,11.1139,1.12196,-1,1,G,T,True,False
147115,153192955,2.63718,7.168962085931616,6.22137,1.39087,-1,1,G,T,True,False
147115,153470908,2.72495,6.222601734324398,5.50785,1.23996,-1,1,G,T,True,False
147115,153544231,2.61941,27.44571999862312,23.6432,3.90335,1,-1,G,T,True,False
147115,153595284,3.12288,12.057348867827454,6.28372,6.14854,1,-1,G,G,True,True
147115,153717879,3.12462,6.616808625742472,3.94573,3.25739,1,-1,G,G,True,True
147115,153982486,3.11038,7.599266237170533,4.19733,3.67667,1,-1,G,G,True,True
147115,154334928,3.17587,12.361860616986466,9.82752,2.93245,-1,1,G,T,True,False
147115,172254808,2.84872,10.009076914908986,9.02573,1.30748,-1,1,G,T,True,False
147115,173216977,3.10305,8.774811786679017,6.42221,2.80575,1,-1,G,T,True,False
147115,173314307,3.05882,7.829128489191884,4.52423,3.46534,-1,1,G,G,True,True
147115,173860941,2.81098,5.951072452418051,5.09475,1.4357,-1,1,G,T,True,False
147115,174083318,3.07539,7.3722850999469625,4.48723,3.49203,1,-1,G,G,True,True
147115,174128640,3.13374,7.588085470822004,4.09602,3.89963,-1,1,G,G,True,True
147115,176968450,3.08899,18.17407109346995,16.9824,1.34038,1,-1,G,T,True,False
147115,176970587,2.98626,11.044434648716837,10.1854,1.23698,-1,1,G,T,True,False
147115,177031975,2.9088,6.330839651844295,5.38212,1.3593,-1,1,G,T,True,False
147115,177227576,3.3095,8.991358186547792,7.43614,2.13274,1,-1,G,T,True,False
147115,177345660,2.65625,5.121001989862653,4.93985,0.819518,-1,1,G,T,True,False
147115,177421644,3.15566,8.217754318940242,4.29412,4.02052,1,-1,G,G,True,True
147115,177672561,3.42377,9.042288469188316,5.31968,3.80083,1,-1,G,G,True,True
147115,177735224,3.10154,14.378157291895926,9.52783,4.88517,-1,1,G,G,True,True
147115,178157212,2.83362,19.40348103796432,11.6066,7.85517,1,-1,G,G,True,True
147115,178329166,3.19781,9.421374150821153,9.01645,0.914288,-1,1,G,T,True,False
147115,178897723,2.99315,8.011579945279207,6.49945,1.68919,1,-1,G,G,True,True
147115,178907953,3.06775,11.095840120738941,7.38337,4.06939,-1,1,G,G,True,True
147115,181958265,3.00687,13.761475771970897,12.6446,1.42961,1,-1,G,T,True,False
147115,182478472,3.08502,9.890440123321104,5.70996,4.18391,1,-1,G,G,True,True
147115,182555242,2.85073,11.020350956707322,5.77142,5.24902,1,-1,G,G,True,True
147115,182893604,3.32554,10.274360409650813,7.83256,2.65855,-1,1,G,G,True,True
147115,183238481,3.12416,9.63485242241416,5.8554,3.86435,-1,1,G,G,True,True
147115,183258807,2.76763,2.9549153893301243,2.41013,1.27286,1,-1,G,T,True,False
147115,183334122,3.15681,7.4069204601710155,4.06762,3.96806,1,-1,G,G,True,True
147115,183775027,3.29681,10.93702647883601,10.5105,0.855963,1,-1,G,T,True,False
147115,183986679,3.10857,11.48257351978036,6.39585,5.08695,1,-1,G,G,True,True
147115,184431591,3.12439,14.914552226131365,7.80903,7.18603,1,-1,G,G,True,True
147115,184448612,2.77582,4.119948012766788,3.08727,1.52862,1,-1,G,T,True,False
147115,185009889,3.10481,23.065059101948993,19.5522,3.71625,-1,1,G,T,True,False
147115,185388815,3.07162,14.156737074690941,7.36425,6.9518,1,-1,G,G,True,True
147115,185407657,3.05974,8.042763182678511,4.44667,4.08927,-1,1,G,G,True,True
147115,185500716,2.73197,10.391609812034707,7.79906,2.62892,-1,1,G,T,True,False
147115,185798958,3.09052,6.688091023247766,3.97507,3.34376,1,-1,G,G,True,True
147115,186824751,3.12914,28.830989474724937,23.7416,5.18422,-1,1,G,G,True,True
147115,186898570,3.09208,8.607599708652813,5.72862,3.22525,-1,1,G,G,True,True
147115,187462228,3.42097,12.605533270956848,7.03369,5.82421,1,-1,G,G,True,True
147115,187552345,3.04358,16.67686611197979,9.39399,7.28654,1,-1,G,G,True,True
147115,187676212,3.11669,6.3416848972784035,4.39449,2.61387,1,-1,G,T,True,False
147115,187721315,3.06831,14.789346825340191,10.0746,4.7198,-1,1,G,G,True,True
147115,187957762,2.83095,5.590677557565719,5.18029,1.00166,1,-1,G,T,True,False
147115,187977070,2.89935,8.800362153282386,5.33696,3.8792,1,-1,G,T,True,False
147115,188021161,3.01756,15.849191710610985,9.62912,6.44999,-1,1,G,G,True,True
147115,188124948,3.08233,9.629280725099097,9.2786,0.784353,-1,1,G,T,True,False
147115,188209940,2.64148,4.565483075207376,4.18035,1.08526,-1,1,G,T,True,False
147115,188295529,3.31752,9.324321455677083,5.51152,3.8526,-1,1,G,T,True,False
147115,193239219,3.20109,19.807435850614283,11.8335,8.18272,-1,1,G,T,True,False
147115,193851433,2.73469,14.813123561116338,8.54551,6.51175,1,-1,G,G,True,True
147115,193862299,3.15676,6.161481044703781,3.59564,2.99019,1,-1,G,G,True,True
147115,194334661,3.06259,7.519091420024695,3.98068,3.54223,-1,1,G,G,True,True
147115,194620861,3.17905,7.130611173355969,4.11918,3.68272,1,-1,G,G,True,True
147115,195044608,3.1349,11.839068666647728,6.53366,5.31756,-1,1,G,G,True,True
147115,196069574,3.06729,7.366983289763593,6.28409,1.52293,1,-1,G,T,True,False
147115,196118482,3.18959,8.087295842826327,4.69635,3.6701,-1,1,G,G,True,True
147115,196247273,3.13689,11.129581199892474,6.09791,5.05226,1,-1,G,G,True,True
147115,196428247,3.12378,18.696849239772995,14.4657,4.23964,1,-1,G,G,True,True
147115,196990847,2.80271,6.632892445208199,4.4112,2.65387,-1,1,G,T,True,False
147115,197522063,3.1026,9.832355413122992,6.29396,3.83295,1,-1,G,G,True,True
147115,197572380,3.57561,13.696066771067668,12.0871,2.02289,1,-1,G,T,True,False
147115,197853964,3.30029,9.166305195379925,8.89956,0.758731,1,-1,G,T,True,False
147115,198190455,3.55133,8.834464869620797,7.60401,1.60159,1,-1,G,T,True,False
147115,198609514,2.74731,10.184523335284819,9.10127,1.37459,-1,1,G,T,True,False
147115,198725101,3.08839,7.544933097185157,4.50772,3.31193,1,-1,G,G,True,True
147115,199192189,3.12219,11.481554191354105,7.07068,4.78301,1,-1,G,G,True,True
147115,199485805,3.05423,5.995610550366743,3.73727,2.25838,-1,1,G,T,True,False
147115,199805787,2.71656,9.818550984335724,7.01685,3.10644,1,-1,G,T,True,False
147115,209632531,3.08035,12.473254569052939,7.52543,4.95738,1,-1,G,G,True,True
